"","squirrel_id","byear","bcert","litter_id","dates","datee","part","longevity"
"9682",22232,2016,"Y",6514,"2016-04-09","2016-06-12",NA,64
"9683",22416,2016,"Y",6458,"2016-04-09","2016-04-09",NA,0
"9684",22210,2016,"Y",6458,"2016-04-09","2016-04-09",NA,0
"9685",22233,2016,"Y",6518,"2016-04-09","2016-04-09",NA,0
"9686",22235,2016,"Y",6516,"2016-04-10","2016-06-29",NA,80
"9687",22236,2016,"Y",6516,"2016-04-10","2020-09-24",NA,1628
"9688",22237,2016,"Y",6516,"2016-04-10","2016-06-29",NA,80
"9689",22266,2016,"Y",6561,"2016-04-10","2016-06-07",NA,58
"9690",22267,2016,"Y",6561,"2016-04-10","2016-06-13",NA,64
"9691",22268,2016,"Y",6561,"2016-04-10","2016-06-21",NA,72
"9692",22407,2016,"Y",6970,"2016-04-11","2016-07-03",NA,83
"9693",22279,2016,"Y",6521,"2016-04-11","2016-04-11",NA,0
"9694",22289,2016,"Y",6676,"2016-04-11","2016-04-11",NA,0
"9695",22408,2016,"Y",6970,"2016-04-11","2016-04-11",NA,0
"9696",22280,2016,"Y",6521,"2016-04-11","2016-04-11",NA,0
"9697",22290,2016,"Y",6676,"2016-04-11","2020-08-15",NA,1587
"9698",22264,2016,"Y",6642,"2016-04-11","2016-04-11",NA,0
"9699",22291,2016,"Y",6676,"2016-04-11","2016-06-15",NA,65
"9700",22242,2016,"Y",6536,"2016-04-11","2016-04-11",NA,0
"9701",22265,2016,"Y",6642,"2016-04-11","2016-04-11",NA,0
"9702",22243,2016,"Y",6536,"2016-04-11","2016-04-11",NA,0
"9703",22244,2016,"Y",6536,"2016-04-11","2016-04-11",NA,0
"9704",22406,2016,"Y",6970,"2016-04-11","2016-04-11",NA,0
"9705",22249,2016,"Y",7040,"2016-04-12","2016-04-12",NA,0
"9706",22278,2016,"Y",6950,"2016-04-12","2019-06-25",NA,1169
"9707",22250,2016,"Y",6550,"2016-04-12","2016-07-05",NA,84
"9708",22251,2016,"Y",6550,"2016-04-12","2019-05-13",NA,1126
"9709",22248,2016,"Y",7040,"2016-04-12","2016-06-16",NA,65
"9710",22261,2016,"Y",6540,"2016-04-13","2016-06-26",NA,74
"9711",22262,2016,"Y",6504,"2016-04-13","2016-05-31",NA,48
"9712",22263,2016,"Y",6504,"2016-04-13","2016-04-13",NA,0
"9713",22273,2016,"Y",6517,"2016-04-13","2016-04-13",NA,0
"9714",22257,2016,"Y",6552,"2016-04-13","2017-05-16",NA,398
"9715",22274,2016,"Y",6517,"2016-04-13","2018-08-15",NA,854
"9716",22258,2016,"Y",6552,"2016-04-13","2016-04-13",NA,0
"9717",22259,2016,"Y",6504,"2016-04-13","2016-07-05",NA,83
"9718",22260,2016,"Y",6552,"2016-04-13","2016-04-13",NA,0
"9719",22270,2016,"Y",6455,"2016-04-14","2016-06-23",NA,70
"9720",22286,2016,"Y",6506,"2016-04-14","2016-06-16",NA,63
"9721",22271,2016,"Y",6455,"2016-04-14","2016-04-14",NA,0
"9722",22272,2016,"Y",6455,"2016-04-14","2016-04-14",NA,0
"9723",22292,2016,"Y",6515,"2016-04-14","2016-06-20",NA,67
"9724",22275,2016,"Y",6620,"2016-04-14","2016-08-02",NA,110
"9725",22293,2016,"Y",6515,"2016-04-14","2016-04-14",NA,0
"9726",22276,2016,"Y",6620,"2016-04-14","2016-04-14",NA,0
"9727",22284,2016,"Y",6506,"2016-04-14","2016-06-17",NA,64
"9728",22294,2016,"Y",6515,"2016-04-14","2016-06-18",NA,65
"9729",22466,2016,"Y",6961,"2016-04-14","2016-07-11",NA,88
"9730",22277,2016,"Y",6620,"2016-04-14","2016-10-11",NA,180
"9731",22285,2016,"Y",6506,"2016-04-14","2017-04-20",NA,371
"9732",22297,2016,"Y",6573,"2016-04-16","2019-09-05",NA,1237
"9733",22468,2016,"Y",7137,"2016-04-16","2016-04-16",NA,0
"9734",22321,2016,"Y",6507,"2016-04-16","2016-04-16",NA,0
"9735",22322,2016,"Y",6507,"2016-04-16","2016-04-16",NA,0
"9736",22302,2016,"Y",6684,"2016-04-16","2016-04-16",NA,0
"9737",22303,2016,"Y",6684,"2016-04-16","2016-08-04",NA,110
"9738",22304,2016,"Y",6650,"2016-04-16","2019-04-02",NA,1081
"9739",22296,2016,"Y",6573,"2016-04-16","2019-08-14",NA,1215
"9740",22305,2016,"Y",6650,"2016-04-16","2016-04-16",NA,0
"9741",22467,2016,"Y",7137,"2016-04-16","2016-04-16",NA,0
"9742",22306,2016,"Y",6522,"2016-04-17","2016-04-17",NA,0
"9743",22299,2016,"Y",6520,"2016-04-17","2016-04-17",NA,0
"9744",22307,2016,"Y",6522,"2016-04-17","2016-07-13",NA,87
"9745",22400,2016,"Y",6652,"2016-04-17","2016-05-28",NA,41
"9746",22300,2016,"Y",6520,"2016-04-17","2016-04-17",NA,0
"9747",22301,2016,"Y",6520,"2016-04-17","2016-04-17",NA,0
"9748",22402,2016,"Y",6652,"2016-04-17","2016-04-17",NA,0
"9749",22433,2016,"Y",6690,"2016-04-17","2016-04-17",NA,0
"9750",22434,2016,"Y",6690,"2016-04-17","2016-04-17",NA,0
"9751",22323,2016,"Y",6640,"2016-04-18","2016-04-18",NA,0
"9752",22313,2016,"Y",6451,"2016-04-18","2016-04-18",NA,0
"9753",22324,2016,"Y",6640,"2016-04-18","2016-07-16",NA,89
"9754",22375,2016,"Y",6462,"2016-04-18","2016-04-18",NA,0
"9755",22403,2016,"Y",6556,"2016-04-18","2016-04-18",NA,0
"9756",22327,2016,"Y",6553,"2016-04-18","2016-04-18",NA,0
"9757",22404,2016,"Y",6556,"2016-04-18","2016-07-03",NA,76
"9758",22328,2016,"Y",6553,"2016-04-18","2016-04-18",NA,0
"9759",22405,2016,"Y",6556,"2016-04-18","2016-07-27",NA,100
"9760",22329,2016,"Y",6553,"2016-04-18","2016-09-15",NA,150
"9761",22320,2016,"Y",7044,"2016-04-19","2016-04-19",NA,0
"9762",22330,2016,"Y",6542,"2016-04-19","2016-07-03",NA,75
"9763",22350,2016,"Y",6511,"2016-04-19","2016-04-19",NA,0
"9764",22331,2016,"Y",6542,"2016-04-19","2016-04-19",NA,0
"9765",22431,2016,"Y",6647,"2016-04-19","2016-04-19",NA,0
"9766",22332,2016,"Y",6542,"2016-04-19","2016-06-04",NA,46
"9767",22341,2016,"Y",6525,"2016-04-19","2016-04-19",NA,0
"9768",22432,2016,"Y",6647,"2016-04-19","2016-07-10",NA,82
"9769",22333,2016,"Y",6542,"2016-04-19","2016-07-04",NA,76
"9770",22342,2016,"Y",6525,"2016-04-19","2016-04-19",NA,0
"9771",22343,2016,"Y",6545,"2016-04-19","2016-06-22",NA,64
"9772",22315,2016,"Y",6661,"2016-04-19","2016-04-19",NA,0
"9773",22344,2016,"Y",6545,"2016-04-19","2016-04-19",NA,0
"9774",22317,2016,"Y",7044,"2016-04-19","2016-04-19",NA,0
"9775",22345,2016,"Y",6545,"2016-04-19","2016-04-19",NA,0
"9776",22319,2016,"Y",7044,"2016-04-19","2016-06-06",NA,48
"9777",22349,2016,"Y",6511,"2016-04-19","2016-04-19",NA,0
"9778",22338,2016,"Y",6483,"2016-04-20","2016-04-20",NA,0
"9779",22359,2016,"Y",6700,"2016-04-20","2016-04-20",NA,0
"9780",22371,2016,"Y",6544,"2016-04-20","2016-06-17",NA,58
"9781",22340,2016,"Y",6708,"2016-04-20","2016-04-20",NA,0
"9782",22352,2016,"Y",6449,"2016-04-20","2018-07-09",NA,810
"9783",22353,2016,"Y",6449,"2016-04-20","2016-04-20",NA,0
"9784",22373,2016,"Y",6544,"2016-04-20","2019-10-05",NA,1263
"9785",22354,2016,"Y",6449,"2016-04-20","2016-04-20",NA,0
"9786",22334,2016,"Y",6498,"2016-04-20","2016-04-20",NA,0
"9787",22335,2016,"Y",6498,"2016-04-20","2016-04-20",NA,0
"9788",22336,2016,"Y",6498,"2016-04-20","2016-04-20",NA,0
"9789",22357,2016,"Y",6700,"2016-04-20","2016-04-20",NA,0
"9790",22337,2016,"Y",6483,"2016-04-20","2016-04-20",NA,0
"9791",22358,2016,"Y",6700,"2016-04-20","2020-09-25",NA,1619
"9792",22360,2016,"Y",6487,"2016-04-21","2016-04-21",NA,0
"9793",22372,2016,"Y",6526,"2016-04-21","2016-04-21",NA,0
"9794",22361,2016,"Y",6487,"2016-04-21","2016-04-21",NA,0
"9795",22362,2016,"Y",6487,"2016-04-21","2016-04-21",NA,0
"9796",22369,2016,"Y",6526,"2016-04-21","2018-05-15",NA,754
"9797",22370,2016,"Y",6526,"2016-04-21","2016-07-16",NA,86
"9798",22374,2016,"Y",7045,"2016-04-22","2016-04-22",NA,0
"9799",22355,2016,"Y",6528,"2016-04-22","2016-06-29",NA,68
"9800",22356,2016,"Y",6528,"2016-04-22","2016-08-03",NA,103
"9801",22376,2016,"Y",7045,"2016-04-22","2016-04-22",NA,0
"9802",22412,2016,"Y",6658,"2016-04-22","2016-04-22",NA,0
"9803",22435,2016,"Y",7004,"2016-04-22","2016-04-22",NA,0
"9804",22437,2016,"Y",7004,"2016-04-22","2016-04-22",NA,0
"9805",22382,2016,"Y",6587,"2016-04-23","2016-04-23",NA,0
"9806",22367,2016,"Y",6589,"2016-04-23","2016-04-23",NA,0
"9807",22368,2016,"Y",6589,"2016-04-23","2016-04-23",NA,0
"9808",22393,2016,"Y",6655,"2016-04-24","2016-04-24",NA,0
"9809",22394,2016,"Y",6655,"2016-04-24","2017-06-04",NA,406
"9810",22399,2016,"Y",6595,"2016-04-25","2016-04-25",NA,0
"9811",22442,2016,"Y",6686,"2016-04-25","2016-04-25",NA,0
"9812",22383,2016,"Y",6477,"2016-04-25","2016-04-25",NA,0
"9813",22443,2016,"Y",6686,"2016-04-25","2016-08-15",NA,112
"9814",22384,2016,"Y",6477,"2016-04-25","2017-08-15",NA,477
"9815",22401,2016,"Y",6595,"2016-04-25","2016-04-25",NA,0
"9816",22409,2016,"Y",6490,"2016-04-25","2016-04-25",NA,0
"9817",22385,2016,"Y",6477,"2016-04-25","2016-06-25",NA,61
"9818",22410,2016,"Y",6490,"2016-04-25","2016-04-25",NA,0
"9819",22411,2016,"Y",6490,"2016-04-25","2016-04-25",NA,0
"9820",22398,2016,"Y",6595,"2016-04-25","2016-04-25",NA,0
"9821",22441,2016,"Y",6686,"2016-04-25","2016-04-25",NA,0
"9822",22427,2016,"Y",7046,"2016-04-29","2016-04-29",NA,0
"9823",22422,2016,"Y",6623,"2016-04-29","2016-04-29",NA,0
"9824",22424,2016,"Y",6623,"2016-04-29","2016-04-29",NA,0
"9825",22425,2016,"Y",7046,"2016-04-29","2018-09-29",NA,883
"9826",22426,2016,"Y",7046,"2016-04-29","2016-06-16",NA,48
"9827",22419,2016,"Y",6665,"2016-04-30","2016-04-30",NA,0
"9828",22420,2016,"Y",6665,"2016-04-30","2016-07-19",NA,80
"9829",22421,2016,"Y",6665,"2016-04-30","2016-04-30",NA,0
"9830",22448,2016,"Y",6468,"2016-05-01","2016-06-27",NA,57
"9831",22449,2016,"Y",6468,"2016-05-01","2019-08-15",NA,1201
"9832",22444,2016,"Y",6457,"2016-05-03","2016-05-03",NA,0
"9833",22445,2016,"Y",6457,"2016-05-03","2018-08-15",NA,834
"9834",22470,2016,"Y",7042,"2016-05-10","2016-07-16",NA,67
"9835",22471,2016,"Y",7042,"2016-05-10","2016-05-10",NA,0
"9836",22482,2016,"Y",7149,"2016-05-27","2016-09-17",NA,113
"9837",22483,2016,"Y",7149,"2016-05-27","2016-07-31",NA,65
"9838",22484,2016,"Y",7149,"2016-05-27","2016-05-27",NA,0
"9839",22533,2017,"Y",7682,"2017-03-17","2017-05-24",NA,68
"9840",22534,2017,"Y",7682,"2017-03-17","2019-07-10",NA,845
"9841",22529,2017,"Y",7682,"2017-03-17","2017-03-17",NA,0
"9842",22531,2017,"Y",7682,"2017-03-17","2017-03-17",NA,0
"9843",22548,2017,"Y",7747,"2017-03-23","2017-05-13",NA,51
"9844",22549,2017,"Y",7747,"2017-03-23","2017-06-29",NA,98
"9845",22550,2017,"Y",7747,"2017-03-23","2017-05-10",NA,48
"9846",22545,2017,"Y",7726,"2017-03-24","2017-03-24",NA,0
"9847",22546,2017,"Y",7726,"2017-03-24","2017-03-24",NA,0
"9848",22547,2017,"Y",7726,"2017-03-24","2017-03-24",NA,0
"9849",22566,2017,"Y",7838,"2017-04-02","2017-04-02",NA,0
"9850",22567,2017,"Y",7838,"2017-04-02","2017-04-02",NA,0
"9851",22568,2017,"Y",7838,"2017-04-02","2017-04-02",NA,0
"9852",22571,2017,"Y",7755,"2017-04-03","2019-10-10",NA,920
"9853",22629,2017,"Y",8030,"2017-04-03","2018-05-15",NA,407
"9854",22621,2017,"Y",8030,"2017-04-03","2019-04-24",NA,751
"9855",22622,2017,"Y",8030,"2017-04-03","2017-05-17",NA,44
"9856",22569,2017,"Y",7755,"2017-04-03","2019-07-10",NA,828
"9857",22570,2017,"Y",7755,"2017-04-03","2017-04-03",NA,0
"9858",22559,2017,"Y",7713,"2017-04-04","2019-08-13",NA,861
"9859",22560,2017,"Y",7713,"2017-04-04","2018-05-15",NA,406
"9860",22561,2017,"Y",7713,"2017-04-04","2017-04-04",NA,0
"9861",22635,2017,"Y",7749,"2017-04-06","2017-04-06",NA,0
"9862",22576,2017,"Y",7727,"2017-04-06","2017-04-06",NA,0
"9863",22577,2017,"Y",7727,"2017-04-06","2018-06-14",NA,434
"9864",22579,2017,"Y",7727,"2017-04-06","2019-07-22",NA,837
"9865",22633,2017,"Y",7749,"2017-04-06","2017-04-06",NA,0
"9866",22634,2017,"Y",7749,"2017-04-06","2017-07-12",NA,97
"9867",22580,2017,"Y",7687,"2017-04-07","2018-05-23",NA,411
"9868",22581,2017,"Y",7687,"2017-04-07","2017-04-07",NA,0
"9869",22582,2017,"Y",7687,"2017-04-07","2017-07-10",NA,94
"9870",22584,2017,"Y",7853,"2017-04-08","2017-07-10",NA,93
"9871",22585,2017,"Y",7853,"2017-04-08","2019-04-09",NA,731
"9872",22923,2017,"Y",7877,"2017-04-08","2017-04-08",NA,0
"9873",22924,2017,"Y",7877,"2017-04-08","2017-08-15",NA,129
"9874",22925,2017,"Y",7877,"2017-04-08","2019-10-08",NA,913
"9875",22583,2017,"Y",7853,"2017-04-08","2018-05-15",NA,402
"9876",22595,2017,"Y",7707,"2017-04-11","2017-07-10",NA,90
"9877",22596,2017,"Y",7707,"2017-04-11","2019-10-09",NA,911
"9878",22597,2017,"Y",7707,"2017-04-11","2019-08-20",NA,861
"9879",22598,2017,"Y",7707,"2017-04-11","2019-09-25",NA,897
"9880",22599,2017,"Y",7723,"2017-04-11","2017-04-11",NA,0
"9881",22601,2017,"Y",7723,"2017-04-11","2017-06-08",NA,58
"9882",22606,2017,"Y",8026,"2017-04-12","2017-04-12",NA,0
"9883",22607,2017,"Y",8026,"2017-04-12","2017-04-12",NA,0
"9884",22608,2017,"Y",8026,"2017-04-12","2019-04-21",NA,739
"9885",22616,2017,"Y",8028,"2017-04-13","2018-05-15",NA,397
"9886",22619,2017,"Y",8028,"2017-04-13","2017-04-13",NA,0
"9887",22620,2017,"Y",8028,"2017-04-13","2017-04-13",NA,0
"9888",22631,2017,"Y",7779,"2017-04-13","2019-06-29",NA,807
"9889",22632,2017,"Y",7779,"2017-04-13","2017-04-13",NA,0
"9890",22615,2017,"Y",8027,"2017-04-16","2017-04-16",NA,0
"9891",22612,2017,"Y",8027,"2017-04-16","2018-05-15",NA,394
"9892",22613,2017,"Y",8027,"2017-04-16","2019-09-11",NA,878
"9893",22614,2017,"Y",8027,"2017-04-16","2017-04-16",NA,0
"9894",22626,2017,"Y",7848,"2017-04-17","2017-04-17",NA,0
"9895",22627,2017,"Y",7848,"2017-04-17","2017-04-17",NA,0
"9896",22628,2017,"Y",7848,"2017-04-17","2017-04-17",NA,0
"9897",22623,2017,"Y",8029,"2017-04-17","2018-08-11",NA,481
"9898",22624,2017,"Y",8029,"2017-04-17","2017-04-17",NA,0
"9899",22609,2017,"Y",7968,"2017-04-18","2017-04-18",NA,0
"9900",22610,2017,"Y",7968,"2017-04-18","2017-04-18",NA,0
"9901",22636,2017,"Y",7834,"2017-04-20","2018-08-15",NA,482
"9902",22637,2017,"Y",7834,"2017-04-20","2017-06-24",NA,65
"9903",22672,2017,"Y",8032,"2017-04-20","2017-04-20",NA,0
"9904",22638,2017,"Y",7834,"2017-04-20","2017-06-24",NA,65
"9905",22673,2017,"Y",8032,"2017-04-20","2017-04-20",NA,0
"9906",22639,2017,"Y",7830,"2017-04-20","2017-07-05",NA,76
"9907",22674,2017,"Y",8032,"2017-04-20","2017-04-20",NA,0
"9908",22640,2017,"Y",7830,"2017-04-20","2019-10-08",NA,901
"9909",22641,2017,"Y",7830,"2017-04-20","2017-07-14",NA,85
"9910",22644,2017,"Y",7814,"2017-04-21","2017-04-21",NA,0
"9911",22663,2017,"Y",7826,"2017-04-21","2018-05-15",NA,389
"9912",22645,2017,"Y",7814,"2017-04-21","2017-04-21",NA,0
"9913",22664,2017,"Y",7826,"2017-04-21","2018-05-15",NA,389
"9914",22646,2017,"Y",7729,"2017-04-21","2017-04-21",NA,0
"9915",22699,2017,"Y",7791,"2017-04-21","2019-05-02",NA,741
"9916",22647,2017,"Y",7729,"2017-04-21","2017-04-21",NA,0
"9917",22691,2017,"Y",8035,"2017-04-21","2017-04-21",NA,0
"9918",22700,2017,"Y",7791,"2017-04-21","2017-04-21",NA,0
"9919",22648,2017,"Y",7729,"2017-04-21","2017-04-21",NA,0
"9920",22692,2017,"Y",8035,"2017-04-21","2018-05-15",NA,389
"9921",22701,2017,"Y",7791,"2017-04-21","2017-07-10",NA,80
"9922",22731,2017,"Y",7701,"2017-04-21","2018-05-24",NA,398
"9923",22732,2017,"Y",7701,"2017-04-21","2017-04-21",NA,0
"9924",22643,2017,"Y",7814,"2017-04-21","2017-04-21",NA,0
"9925",22678,2017,"Y",7758,"2017-04-22","2017-04-22",NA,0
"9926",22688,2017,"Y",7857,"2017-04-22","2019-06-12",NA,781
"9927",22689,2017,"Y",7857,"2017-04-22","2017-04-22",NA,0
"9928",22657,2017,"Y",7822,"2017-04-22","2019-10-01",NA,892
"9929",22690,2017,"Y",7857,"2017-04-22","2017-04-22",NA,0
"9930",22658,2017,"Y",7822,"2017-04-22","2017-07-23",NA,92
"9931",22681,2017,"Y",8033,"2017-04-22","2017-06-23",NA,62
"9932",22659,2017,"Y",7822,"2017-04-22","2017-07-18",NA,87
"9933",22682,2017,"Y",8033,"2017-04-22","2017-08-15",NA,115
"9934",22660,2017,"Y",7780,"2017-04-22","2020-03-21",NA,1064
"9935",22675,2017,"Y",7758,"2017-04-22","2017-04-22",NA,0
"9936",22683,2017,"Y",8033,"2017-04-22","2017-06-24",NA,63
"9937",22661,2017,"Y",7780,"2017-04-22","2017-06-25",NA,64
"9938",22676,2017,"Y",7758,"2017-04-22","2017-04-22",NA,0
"9939",22662,2017,"Y",7780,"2017-04-22","2017-04-22",NA,0
"9940",22677,2017,"Y",7758,"2017-04-22","2017-04-22",NA,0
"9941",22655,2017,"Y",7759,"2017-04-23","2017-04-23",NA,0
"9942",22656,2017,"Y",7759,"2017-04-23","2017-08-15",NA,114
"9943",22679,2017,"Y",7849,"2017-04-23","2017-04-23",NA,0
"9944",22680,2017,"Y",7849,"2017-04-23","2017-04-23",NA,0
"9945",23015,2017,"Y",8044,"2017-04-23","2017-04-23",NA,0
"9946",22652,2017,"Y",7739,"2017-04-23","2020-09-24",NA,1250
"9947",23016,2017,"Y",8044,"2017-04-23","2019-04-09",NA,716
"9948",23166,2017,"Y",7706,"2017-04-23","2017-04-23",NA,0
"9949",22653,2017,"Y",7739,"2017-04-23","2017-07-12",NA,80
"9950",23017,2017,"Y",8044,"2017-04-23","2017-04-23",NA,0
"9951",23167,2017,"Y",7706,"2017-04-23","2017-04-23",NA,0
"9952",22654,2017,"Y",7739,"2017-04-23","2017-06-13",NA,51
"9953",22684,2017,"Y",8034,"2017-04-24","2017-08-03",NA,101
"9954",22685,2017,"Y",8034,"2017-04-24","2017-08-15",NA,113
"9955",22735,2017,"Y",7721,"2017-04-25","2017-04-25",NA,0
"9956",22734,2017,"Y",7721,"2017-04-25","2019-10-10",NA,898
"9957",22696,2017,"Y",7711,"2017-04-26","2017-07-02",NA,67
"9958",22697,2017,"Y",7711,"2017-04-26","2017-07-06",NA,71
"9959",22693,2017,"Y",7858,"2017-04-27","2017-04-27",NA,0
"9960",22694,2017,"Y",7858,"2017-04-27","2017-04-27",NA,0
"9961",22695,2017,"Y",7858,"2017-04-27","2017-04-27",NA,0
"9962",22913,2017,"Y",7771,"2017-04-28","2019-10-07",NA,892
"9963",22914,2017,"Y",7771,"2017-04-28","2019-05-11",NA,743
"9964",22915,2017,"Y",7771,"2017-04-28","2017-04-28",NA,0
"9965",22720,2017,"Y",7931,"2017-04-29","2017-07-13",NA,75
"9966",23096,2017,"Y",7776,"2017-04-29","2017-07-19",NA,81
"9967",22721,2017,"Y",7931,"2017-04-29","2017-07-18",NA,80
"9968",23097,2017,"Y",7776,"2017-04-29","2017-04-29",NA,0
"9969",22722,2017,"Y",7931,"2017-04-29","2017-07-19",NA,81
"9970",22738,2017,"Y",7782,"2017-04-29","2017-04-29",NA,0
"9971",22708,2017,"Y",7930,"2017-04-29","2017-07-18",NA,80
"9972",22729,2017,"Y",7906,"2017-04-29","2017-04-29",NA,0
"9973",22739,2017,"Y",7782,"2017-04-29","2018-05-30",NA,396
"9974",22709,2017,"Y",7930,"2017-04-29","2017-04-29",NA,0
"9975",22730,2017,"Y",7906,"2017-04-29","2017-04-29",NA,0
"9976",22740,2017,"Y",7782,"2017-04-29","2017-04-29",NA,0
"9977",23092,2017,"Y",7950,"2017-04-29","2018-05-15",NA,381
"9978",22702,2017,"Y",7762,"2017-04-29","2017-04-29",NA,0
"9979",22710,2017,"Y",7930,"2017-04-29","2017-04-29",NA,0
"9980",23093,2017,"Y",7950,"2017-04-29","2017-04-29",NA,0
"9981",22703,2017,"Y",7762,"2017-04-29","2017-04-29",NA,0
"9982",22718,2017,"Y",7789,"2017-04-29","2017-04-29",NA,0
"9983",23094,2017,"Y",7950,"2017-04-29","2017-04-29",NA,0
"9984",22704,2017,"Y",7762,"2017-04-29","2019-09-19",NA,873
"9985",22719,2017,"Y",7931,"2017-04-29","2017-07-02",NA,64
"9986",23095,2017,"Y",7776,"2017-04-29","2017-04-29",NA,0
"9987",22705,2017,"Y",7916,"2017-04-30","2017-04-30",NA,0
"9988",22706,2017,"Y",7916,"2017-04-30","2017-04-30",NA,0
"9989",22737,2017,"Y",7722,"2017-04-30","2017-04-30",NA,0
"9990",22707,2017,"Y",7916,"2017-04-30","2017-04-30",NA,0
"9991",22766,2017,"Y",7696,"2017-05-01","2017-06-20",NA,50
"9992",22900,2017,"Y",7714,"2017-05-01","2017-05-01",NA,0
"9993",22901,2017,"Y",7714,"2017-05-01","2017-05-01",NA,0
"9994",22747,2017,"Y",7861,"2017-05-02","2017-05-27",NA,25
"9995",22763,2017,"Y",7956,"2017-05-02","2017-05-02",NA,0
"9996",22748,2017,"Y",7861,"2017-05-02","2017-08-15",NA,105
"9997",22764,2017,"Y",7956,"2017-05-02","2017-05-02",NA,0
"9998",22755,2017,"Y",7788,"2017-05-02","2017-07-09",NA,68
"9999",22765,2017,"Y",7956,"2017-05-02","2017-05-02",NA,0
"10000",22756,2017,"Y",7788,"2017-05-02","2019-06-23",NA,782
"10001",22777,2017,"Y",7825,"2017-05-02","2017-07-20",NA,79
"10002",22820,2017,"Y",7770,"2017-05-02","2017-05-02",NA,0
"10003",22890,2017,"Y",8131,"2017-05-02","2019-08-26",NA,846
"10004",22744,2017,"Y",7912,"2017-05-02","2017-07-12",NA,71
"10005",22778,2017,"Y",7825,"2017-05-02","2019-07-24",NA,813
"10006",22821,2017,"Y",7770,"2017-05-02","2017-05-02",NA,0
"10007",22891,2017,"Y",8131,"2017-05-02","2020-09-17",NA,1234
"10008",22745,2017,"Y",7912,"2017-05-02","2017-07-12",NA,71
"10009",22779,2017,"Y",7825,"2017-05-02","2017-06-23",NA,52
"10010",22822,2017,"Y",7770,"2017-05-02","2017-05-02",NA,0
"10011",22892,2017,"Y",8131,"2017-05-02","2017-05-02",NA,0
"10012",22746,2017,"Y",7912,"2017-05-02","2017-05-02",NA,0
"10013",22823,2017,"Y",7770,"2017-05-02","2017-05-02",NA,0
"10014",22781,2017,"Y",7947,"2017-05-03","2019-10-01",NA,881
"10015",22827,2017,"Y",8123,"2017-05-03","2017-05-03",NA,0
"10016",22782,2017,"Y",7754,"2017-05-03","2017-05-03",NA,0
"10017",22828,2017,"Y",8123,"2017-05-03","2018-06-07",NA,400
"10018",22773,2017,"Y",8041,"2017-05-03","2017-07-25",NA,83
"10019",22783,2017,"Y",7754,"2017-05-03","2017-05-03",NA,0
"10020",22774,2017,"Y",8041,"2017-05-03","2017-07-18",NA,76
"10021",22784,2017,"Y",7754,"2017-05-03","2017-05-03",NA,0
"10022",23162,2017,"Y",8149,"2017-05-03","2017-05-03",NA,0
"10023",22757,2017,"Y",7736,"2017-05-03","2017-07-18",NA,76
"10024",22767,2017,"Y",7847,"2017-05-03","2017-07-23",NA,81
"10025",22785,2017,"Y",7754,"2017-05-03","2017-05-03",NA,0
"10026",23164,2017,"Y",8149,"2017-05-03","2017-05-03",NA,0
"10027",22758,2017,"Y",7736,"2017-05-03","2018-07-26",NA,449
"10028",22768,2017,"Y",7847,"2017-05-03","2017-05-03",NA,0
"10029",23133,2017,"Y",8123,"2017-05-03","2017-05-03",NA,0
"10030",22759,2017,"Y",7736,"2017-05-03","2019-08-15",NA,834
"10031",22769,2017,"Y",7847,"2017-05-03","2017-07-13",NA,71
"10032",22760,2017,"Y",7736,"2017-05-03","2017-05-03",NA,0
"10033",22780,2017,"Y",7947,"2017-05-03","2017-06-24",NA,52
"10034",22771,2017,"Y",7716,"2017-05-04","2017-07-12",NA,69
"10035",22816,2017,"Y",7709,"2017-05-04","2017-05-04",NA,0
"10036",22882,2017,"Y",7725,"2017-05-04","2019-05-26",NA,752
"10037",22772,2017,"Y",7716,"2017-05-04","2017-06-29",NA,56
"10038",22794,2017,"Y",8057,"2017-05-04","2017-05-04",NA,0
"10039",22795,2017,"Y",8057,"2017-05-04","2017-05-04",NA,0
"10040",22788,2017,"Y",7850,"2017-05-04","2017-09-04",NA,123
"10041",22796,2017,"Y",8057,"2017-05-04","2017-05-04",NA,0
"10042",22789,2017,"Y",7850,"2017-05-04","2017-07-19",NA,76
"10043",22797,2017,"Y",8057,"2017-05-04","2017-05-04",NA,0
"10044",22814,2017,"Y",7709,"2017-05-04","2018-07-14",NA,436
"10045",22770,2017,"Y",7716,"2017-05-04","2017-07-12",NA,69
"10046",22790,2017,"Y",7850,"2017-05-04","2018-02-14",NA,286
"10047",22815,2017,"Y",7709,"2017-05-04","2017-05-04",NA,0
"10048",22881,2017,"Y",7725,"2017-05-04","2018-05-15",NA,376
"10049",22804,2017,"Y",8042,"2017-05-05","2017-08-15",NA,102
"10050",22805,2017,"Y",8042,"2017-05-05","2017-06-28",NA,54
"10051",23142,2017,"Y",7854,"2017-05-05","2017-05-05",NA,0
"10052",22806,2017,"Y",8042,"2017-05-05","2017-06-30",NA,56
"10053",23143,2017,"Y",7854,"2017-05-05","2017-05-05",NA,0
"10054",22807,2017,"Y",8042,"2017-05-05","2017-06-27",NA,53
"10055",22869,2017,"Y",7854,"2017-05-05","2017-05-05",NA,0
"10056",22791,2017,"Y",7841,"2017-05-06","2017-05-06",NA,0
"10057",22799,2017,"Y",8106,"2017-05-06","2017-05-06",NA,0
"10058",22792,2017,"Y",7841,"2017-05-06","2019-06-17",NA,772
