isq,squirrelId,in_awake,in_asleep,out_awake,out_asleep,is_female,is_mast,year,start_dt,end_dt,durationInMinutes,inNestInMinutes,asleepInMinutes,meanSeason
1,12678,0.0465277777777778,0.384623015873016,0.464880952380952,0.103968253968254,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4346,4925,2
2,19537,0.0499007936507937,0.459027777777778,0.390178571428571,0.100892857142857,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,5130,5644,2
5,20495,0.0555555555555556,0.420337301587302,0.429464285714286,0.0946428571428571,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4797,5191,2
8,20645,0.0470238095238095,0.388492063492063,0.443849206349206,0.120634920634921,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4390,5132,2
9,20836,0.0513888888888889,0.409920634920635,0.40406746031746,0.134623015873016,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4650,5489,2
11,19880,0.0525793650793651,0.462003968253968,0.379662698412698,0.105753968253968,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,5187,5723,2
13,13179,0.0486111111111111,0.426587301587302,0.420039682539683,0.104761904761905,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4790,5356,2
15,19537,0.0412698412698413,0.416468253968254,0.439384920634921,0.102876984126984,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4614,5235,2
16,21004,0.0447420634920635,0.454861111111111,0.371527777777778,0.128869047619048,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,5036,5884,2
17,21297,0.0381944444444444,0.438293650793651,0.421329365079365,0.10218253968254,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4803,5448,2
21,20862,0.0390046296296296,0.404861111111111,0.443402777777778,0.112731481481481,0,0,2015,04-May-2015,09-May-2015 23:59:00,8639,3835,4472,2
26,19718,0.0412037037037037,0.381018518518519,0.445601851851852,0.132175925925926,0,0,2015,04-May-2015,09-May-2015 23:59:00,8639,3648,4434,2
27,19516,0.0533564814814815,0.492361111111111,0.266319444444444,0.187962962962963,0,0,2015,04-May-2015,09-May-2015 23:59:00,8639,4715,5878,2
28,21276,0.0310515873015873,0.383630952380952,0.468055555555556,0.117261904761905,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4180,5049,2
29,20567,0.0513888888888889,0.415575396825397,0.412202380952381,0.120833333333333,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4707,5407,2
31,12027,0.0530478395061728,0.487345679012346,0.330054012345679,0.129552469135802,0,0,2016,20-Aug-2016,06-Sep-2016 23:59:00,25919,14007,15990,4
32,21279,0.065359477124183,0.493464052287582,0.34203431372549,0.0991421568627451,0,0,2016,20-Aug-2016,05-Sep-2016 23:59:00,24479,13680,14507,4
33,20729,0.0654003267973856,0.499918300653595,0.313888888888889,0.120792483660131,0,0,2016,20-Aug-2016,05-Sep-2016 23:59:00,24479,13839,15195,4
34,21117,0.0539930555555556,0.485677083333333,0.383333333333333,0.0769965277777778,0,0,2016,20-Aug-2016,04-Sep-2016 23:59:00,23039,12434,12964,4
35,20942,0.0622829861111111,0.474652777777778,0.378342013888889,0.0847222222222222,0,0,2016,20-Aug-2016,04-Sep-2016 23:59:00,23039,12371,12888,4
36,20198,0.0680555555555555,0.454248366013072,0.369648692810458,0.108047385620915,0,0,2016,20-Aug-2016,05-Sep-2016 23:59:00,24479,12786,13765,4
37,22068,0.0569035947712418,0.511968954248366,0.341503267973856,0.0896241830065359,0,0,2016,20-Aug-2016,05-Sep-2016 23:59:00,24479,13926,14727,4
39,12028,0.0624591503267974,0.516830065359477,0.33296568627451,0.0877450980392157,0,0,2016,20-Aug-2016,05-Sep-2016 23:59:00,24479,14181,14800,4
40,12653,0.0810185185185185,0.512314814814815,0.262175925925926,0.144490740740741,0,0,2016,22-Aug-2016,05-Sep-2016 23:59:00,21599,12816,14187,4
41,20525,0.0676649305555556,0.439583333333333,0.312022569444444,0.180729166666667,0,0,2016,20-Aug-2016,04-Sep-2016 23:59:00,23039,11687,14292,4
42,12678,0.0677234299516908,0.790338164251208,0.0850845410628019,0.0568538647342995,0,0,2016,07-Dec-2015,29-Dec-2015 23:59:00,33119,28419,28059,1
43,11256,0.0586111111111111,0.737986111111111,0.0886111111111111,0.114791666666667,1,0,2016,02-Dec-2015,11-Dec-2015 23:59:00,14399,11471,12280,1
44,20729,0.0706196581196581,0.786431623931624,0.0969017094017094,0.0460470085470085,0,0,2016,02-Dec-2015,14-Dec-2015 23:59:00,18719,16044,15584,1
45,12285,0.0747076023391813,0.812609649122807,0.0701023391812866,0.0425804093567251,1,0,2016,07-Dec-2015,25-Dec-2015 23:59:00,27359,24277,23398,1
47,21997,0.0732905982905983,0.820379273504274,0.0752403846153846,0.0310897435897436,0,0,2016,02-Dec-2015,27-Dec-2015 23:59:00,37439,33459,31879,1
49,19962,0.0814814814814815,0.751967592592593,0.11412037037037,0.0524305555555556,1,0,2016,05-Dec-2015,10-Dec-2015 23:59:00,8639,7201,6950,1
50,12177,0.102372685185185,0.737297453703704,0.118200231481481,0.0421296296296296,0,0,2016,05-Dec-2015,28-Dec-2015 23:59:00,34559,29019,26937,1
51,20198,0.0703333333333333,0.707583333333333,0.122472222222222,0.0996111111111111,0,0,2016,07-Dec-2015,31-Dec-2015 23:59:00,35999,28005,29059,1
54,20873,0.07625,0.805,0.0680555555555555,0.0506944444444444,1,0,2016,07-Dec-2015,11-Dec-2015 23:59:00,7199,6345,6161,1
55,19983,0.0804166666666667,0.810972222222222,0.0725,0.0361111111111111,1,0,2016,07-Dec-2015,11-Dec-2015 23:59:00,7199,6418,6099,1
57,13487,0.0803240740740741,0.815625,0.0719618055555555,0.0320891203703704,0,0,2016,05-Dec-2015,28-Dec-2015 23:59:00,34559,30964,29297,1
58,20295,0.0630555555555556,0.799444444444444,0.0884722222222222,0.0490277777777778,1,0,2016,07-Dec-2015,11-Dec-2015 23:59:00,7199,6210,6109,1
59,19880,0.0668176328502415,0.782125603864734,0.0934480676328502,0.0576086956521739,0,0,2016,07-Dec-2015,29-Dec-2015 23:59:00,33119,28117,27812,1
61,19795,0.0726190476190476,0.598015873015873,0.087797619047619,0.24156746031746,0,0,2016,05-Dec-2015,11-Dec-2015 23:59:00,10079,6760,8463,1
62,20191,0.0697222222222222,0.816527777777778,0.0798611111111111,0.0338888888888889,1,0,2016,07-Dec-2015,11-Dec-2015 23:59:00,7199,6381,6123,1
63,20634,0.055042270531401,0.789704106280193,0.102717391304348,0.052536231884058,0,0,2016,07-Dec-2015,29-Dec-2015 23:59:00,33119,27978,27895,1
64,19583,0.0682638888888889,0.828472222222222,0.0733333333333333,0.0299305555555556,1,0,2016,02-Dec-2015,11-Dec-2015 23:59:00,14399,12913,12361,1
65,20004,0.0970619658119658,0.71784188034188,0.136271367521368,0.0488247863247863,0,0,2016,05-Dec-2015,17-Dec-2015 23:59:00,18719,15255,14352,1
66,10617,0.0916087962962963,0.801070601851852,0.0831597222222222,0.0241608796296296,0,0,2016,05-Dec-2015,28-Dec-2015 23:59:00,34559,30851,28520,1
67,21276,0.0645229468599034,0.804438405797101,0.0817028985507246,0.0493357487922705,0,0,2016,07-Dec-2015,29-Dec-2015 23:59:00,33119,28780,28277,1
68,19907,0.0924479166666667,0.775086805555556,0.0971354166666667,0.0353298611111111,1,0,2016,05-Dec-2015,12-Dec-2015 23:59:00,11519,9994,9336,1
69,19347,0.0869598765432099,0.791975308641975,0.0797067901234568,0.041358024691358,1,0,2016,05-Dec-2015,13-Dec-2015 23:59:00,12959,11391,10800,1
70,20166,0.102314814814815,0.726388888888889,0.112731481481481,0.0585648148148148,1,0,2016,05-Dec-2015,07-Dec-2015 23:59:00,4319,3580,3391,1
71,19917,0.0674873737373737,0.791382575757576,0.065625,0.0755050505050505,0,0,2016,07-Dec-2015,28-Dec-2015 23:59:00,31679,27209,27463,1
72,19819,0.0917824074074074,0.78599537037037,0.0899305555555556,0.0322916666666667,0,0,2016,08-Dec-2015,13-Dec-2015 23:59:00,8639,7584,7070,1
76,21599,0.114583333333333,0.711805555555556,0.145833333333333,0.0277777777777778,0,0,2016,30-Dec-2015,30-Dec-2015 23:59:00,1439,1190,1065,1
77,21389,0.0609953703703704,0.7828125,0.100810185185185,0.0553819444444444,0,0,2016,31-Dec-2015,11-Jan-2016 23:59:00,17279,14581,14484,2
78,20141,0.0847222222222222,0.707539682539683,0.136011904761905,0.0717261904761905,0,0,2016,30-Dec-2015,05-Jan-2016 23:59:00,10079,7986,7855,2
79,12236,0.0538194444444444,0.760619212962963,0.124103009259259,0.0614583333333333,0,0,2016,31-Dec-2015,23-Jan-2016 23:59:00,34559,28147,28411,1
81,21086,0.0812003968253968,0.731646825396825,0.130208333333333,0.0569444444444444,0,0,2016,15-Dec-2015,28-Dec-2015 23:59:00,20159,16387,15898,1
83,19981,0.0589583333333333,0.677916666666667,0.115069444444444,0.148055555555556,0,0,2016,20-Dec-2015,29-Dec-2015 23:59:00,14399,10611,11894,1
84,21239,0.0610648148148148,0.710185185185185,0.117731481481481,0.111018518518519,0,0,2016,31-Dec-2015 12:00:00,15-Jan-2016 11:59:00,21599,16659,17738,1
85,21685,0.0607323232323232,0.671590909090909,0.102651515151515,0.165025252525253,0,0,2016,31-Dec-2015 12:00:00,11-Jan-2016 11:59:00,15839,11600,13252,2
86,19243,0.0907738095238095,0.70625,0.126488095238095,0.0764880952380952,0,0,2016,15-Dec-2015,21-Dec-2015 23:59:00,10079,8034,7890,1
87,21222,0.0623611111111111,0.65,0.126111111111111,0.161527777777778,0,0,2016,20-Dec-2015,24-Dec-2015 23:59:00,7199,5129,5843,1
88,20866,0.0500053914168644,0.747573862411042,0.130607073538926,0.071813672633168,0,0,2016,20-Dec-2015,14-Jan-2016 18:15:00,37095,29587,30396,3
89,19943,0.0923611111111111,0.772222222222222,0.0944444444444444,0.0409722222222222,0,0,2016,15-Dec-2015,15-Dec-2015 23:59:00,1439,1245,1171,1
91,21923,0.0990530303030303,0.75479797979798,0.107638888888889,0.038510101010101,0,0,2016,03-Jan-2016,13-Jan-2016 23:59:00,15839,13525,12566,1
93,20739,0.114833333333333,0.629,0.177666666666667,0.0785,0,0,2016,03-Jan-2016,27-Jan-2016 23:59:00,35999,26778,25470,1
94,12007,0.0481303418803419,0.636752136752137,0.184561965811966,0.130555555555556,0,1,2014,2014-03-14 00:00:00,2014-03-26 23:59:00,18719,12821,14364,2
95,13039,0.0867063492063492,0.677876984126984,0.158730158730159,0.0766865079365079,0,1,2014,2014-03-03 00:00:00,2014-03-09 23:59:00,10019,7707,7606,2
96,12825,0.0675347222222222,0.581944444444444,0.247309027777778,0.103211805555556,0,1,2014,2014-03-09 00:00:00,2014-03-16 23:59:00,11459,7482,7893,2
97,12364,0.0546401515151515,0.625347222222222,0.225883838383838,0.0941287878787879,0,1,2014,2014-02-28 00:00:00,2014-03-21 23:59:00,31619,21542,22793,2
99,12576,0.0664930555555556,0.573524305555556,0.255729166666667,0.104253472222222,0,1,2014,2014-03-06 00:00:00,2014-03-13 23:59:00,11459,7373,7808,2
100,13466,0.0515625,0.590625,0.237847222222222,0.119965277777778,0,1,2014,2014-03-12 00:00:00,2014-03-15 23:59:00,5759,3699,4093,2
102,13179,0.0604166666666667,0.65864898989899,0.190277777777778,0.0906565656565657,0,1,2014,2014-03-03 00:00:00,2014-03-13 23:59:00,15779,11390,11869,2
103,22038,0.0680921052631579,0.681542397660819,0.140241228070175,0.110124269005848,0,0,2017,07-Nov-2016,25-Nov-2016 23:59:00,27359,20510,21660,1
104,20921,0.0767178362573099,0.75062134502924,0.109247076023392,0.0634137426900585,0,0,2017,07-Nov-2016,25-Nov-2016 23:59:00,27359,22636,22272,1
105,20904,0.0719840269020597,0.709331651954603,0.0991312876558778,0.11955303348746,0,0,2017,07-Nov-2016,26-Nov-2016 19:47:00,28547,22305,23663,1
